Source,Target,Weight
platinum,car,1
playground,study,1
plate,water,1
raw,cook,1
plate,vase,1
play,musical,1
raviolli,lasagna,1
recline,rock,1
play,comedy,1
rattle,pacifier,1
play,shelf,1
plate,sink,1
rattle,music,1
read,paint,1
planet,satellite,1
play,show,1
playground,bus,1
pin,jean,1
razor,mustache,1
plate,pot,1
recital,slot,1
pin,curler,1
rattle,ball,1
razor,knife,1
playground,pool,1
read,math,1
reason,task,1
read,television,1
pineapple,rock,1
plastic,burlap,1
plastic,box,1
plaster,wound,1
plan,instruction,1
plant,urn,1
rebreather,glove,1
pizza,cardboard,1
plant,tree,1
plant,statue,1
plant,rose,1
plant,roof,1
pizza,dough,1
plant,paint,1
pizza,hot,1
plant,lawn,1
plan,goal,1
plain,dye,1
plant,garden,1
plant,fruit,1
pizza,sandwich,1
plant,fern,1
plant,fence,1
place,area,1
plant,card,1
place,location,1
place,lot,1
placemat,tablecloth,1
plank,tile,1
plaid,stripe,1
pizza,burger,1
plastic,cardboard,1
pizza,asparagus,1
ratchet,screwdriver,1
read,watch,1
plate,bowl,1
plane,engine,1
recipe,book,1
real,fake,1
real,false,1
real,stock,1
recess,lunch,1
pink,green,1
reason,explanation,1
pint,shoot,1
pipe,brush,1
plastic,steel,1
receipt,item,1
pitcher,jug,1
plain,bead,1
pipe,chimney,1
pipe,conveyor,1
pipe,gutter,1
pipe,hole,1
pipe,hose,1
pipe,outlet,1
plastic,rolex,1
pipe,socket,1
pitcher,bowl,1
plane,boat,1
receipt,box,1
plan,procedure,1
plank,motor,1
price,term,1
pleasure,peace,1
pot,mixture,1
puddle,cake,1
puddle,rain,1
pumpkin,apple,1
pumpkin,cantaloupe,1
pumpkin,cart,1
pot,mug,1
pot,lawn,1
pot,rose,1
pot,kettle,1
pumpkin,cucumber,1
pumpkin,eggplant,1
pumpkin,papaya,1
pumpkin,pea,1
pumpkin,squash,1
pot,rise,1
pot,steel,1
protector,hammer,1
potato,pesticide,1
potato,rice,1
potato,ribeyes,1
prune,glass,1
public,private,1
publication,magazine,1
pudde,meat,1
potato,onion,1
pot,tree,1
potato,green,1
potato,garden,1
potato,cabbage,1
potato,broccoli,1
potato,bean,1
pot,water,1
punch,chain,1
punch,window,1
pot,jasmine,1
pork,pan,1
poster,banner,1
post,envelope,1
post,chair,1
portrait,sculpture,1
porthole,window,1
portfolio,profile,1
pork,hamburger,1
punishment,crime,1
purple,red,1
purse,backpack,1
pork,chicken,1
purse,list,1
pore,blemish,1
purse,money,1
poster,book,1
poster,card,1
poster,sign,1
purple,green,1
purple,blue,1
pot,bin,1
purchase,closet,1
pot,bowl,1
puppet,toy,1
puppet,rope,1
pot,cactus,1
pot,crawfish,1
pot,dish,1
puppet,movie,1
puppet,fair,1
pot,floor,1
pot,jar,1
protein,vegetable,1
protection,subscription,1
porch,house,1
preparation,examination,1
prescription,over,1
prescription,medicine,1
procedure,surgery,1
procedure,treatment,1
prescribe,natural,1
prescribe,OTC,1
pregnancy,doctor,1
procedure,medicine,1
pregnancy,book,1
predator,prey,1
prairie,mountain,1
process,investigation,1
practice,space,1
practice,ride,1
present,future,1
present,tape,1
potato,steak,1
price,income,1
print,price,1
printer,computer,1
printer,keyboard,1
price,money,1
privacy,internet,1
probe,camera,1
prey,predator,1
problem,conference,1
pressure,vein,1
pressure,cabinet,1
president,treasurer,1
problem,action,1
problem,computer,1
presentation,disc,1
practice,game,1
powerboat,trailer,1
powder,salt,1
powder,chemical,1
program,system,1
program,university,1
project,degree,1
project,speech,1
projector,chalkboard,1
projector,screen,1
proof,drill,1
process,magnesium,1
property,home,1
property,lot,1
poultry,beef,1
potato,waffle,1
prosecutor,defendant,1
potato,sweet,1
program,policy,1
program,compiler,1
program,activity,1
profiterole,pea,1
profit,seizure,1
profit,loss,1
profit,goal,1
profile,page,1
professional,tax,1
professional,digital,1
product,shelf,1
product,gift,1
powder,concentrate,1
powder,detergent,1
product,drawer,1
powder,liquid,1
powder,perfume,1
porch,sun,1
porch,glider,1
ratchet,crank,1
rail,bus,1
poetry,prose,1
rag,dresser,1
poetry,piano,1
poem,vow,1
rag,jewelry,1
rag,tissue,1
rail,ramp,1
poison,medication,1
rail,seat,1
poem,ink,1
railing,porche,1
railing,wall,1
railway,busstation,1
rain,house,1
point,map,1
poker,next,1
radio,concert,1
polish,glue,1
radio,headphone,1
radio,revolver,1
polyester,cotton,1
polo,sweatshirt,1
price,quality,1
radio,tv,1
polish,candle,1
pole,bush,1
police,store,1
police,parent,1
police,army,1
pole,stick,1
pole,net,1
radio,voice,1
rain,jacket,1
rain,lava,1
rain,sunset,1
plumb,drywall,1
ram,mouse,1
plush,rattan,1
plush,rabbit,1
plus,account,1
plumber,DIY,1
range,gun,1
raquet,ball,1
rain,umbrella,1
rash,cut,1
rash,irritation,1
plug,drain,1
plug,battery,1
plow,bell,1
rashe,hive,1
pocket,bag,1
rake,shovel,1
pocket,lipstick,1
rake,brush,1
rake,broom,1
pocket,money,1
rake,blower,1
raisin,peanut,1
pocket,orange,1
raisin,nut,1
pocket,seed,1
raise,profit,1
pocket,wallet,1
pocket,wrench,1
pocketknife,light,1
poem,bell,1
rainy,cold,1
radio,conversation,1
radio,clock,1
porch,garage,1
pool,wall,1
puzzle,math,1
puzzle,maze,1
q,earwax,1
poop,pee,1
quack,alarm,1
quartz,emerald,1
pool,tank,1
pop,classic,1
pool,snooker,1
question,answer,1
pool,shower,1
pool,sauna,1
pool,rod,1
pool,pond,1
puzzle,football,1
pop,country,1
radio,bell,1
popcorn,movie,1
porch,bathroom,1
porcelain,glass,1
popsicle,slushie,1
purse,plantain,1
popsicle,donut,1
popcorn,worm,1
popcorn,chocolate,1
popcorn,brownie,1
purse,store,1
push,pull,1
puzzle,anime,1
popcorn,candy,1
puzzle,board,1
puzzle,crossword,1
pool,ocean,1
question,card,1
pool,mall,1
radiation,chemotherapy,1
race,skill,1
race,test,1
ponytail,braid,1
race,wager,1
racecar,truck,1
rack,pipe,1
radiator,a,1
pool,drum,1
radical,conservative,1
pond,tank,1
pond,rod,1
pond,pool,1
pond,lake,1
pond,filter,1
ponytail,bun,1
race,show,1
race,shoe,1
race,piece,1
pool,basketball,1
pool,bathtub,1
pool,beach,1
pool,boat,1
quilt,nest,1
pool,ditch,1
quilt,closet,1
pool,diving,1
quilt,blanket,1
quiet,noise,1
pool,doorway,1
pool,draw,1
question,problem,1
polka,stripe,1
microphone,computer,1
pimple,medicine,1
museum,art,1
movie,dinner,1
movie,cookie,1
movie,commercial,1
movie,bedroom,1
movie,attention,1
move,arrow,1
mouthwash,toothbrush,1
mouthguard,helmet,1
mouth,spoon,1
mouth,needle,1
mouth,bowl,1
mousse,hair,1
mouse,bread,1
mouse,ball,1
mountain,trailer,1
mountain,pool,1
mountain,hotel,1
mountain,field,1
mountain,car,1
mountain,canyon,1
motorize,pedal,1
movie,food,1
movie,game,1
movie,journey,1
muffin,donut,1
muscle,weight,1
muscle,fat,1
muscle,clothe,1
mummy,sarcophagus,1
multivitamin,mouth,1
mug,glass,1
mug,crash,1
muffler,alternator,1
muffin,salad,1
muffin,cupcake,1
movie,mall,1
muffin,cookie,1
muffin,cake,1
mud,hair,1
movie,time,1
movie,theater,1
movie,romance,1
movie,restaurant,1
movie,projector,1
movie,musical,1
motorcycle,scooter,1
motorcycle,bicycle,1
motorbike,coast,1
money,budget,1
money,ticket,1
money,style,1
money,store,1
money,office,1
money,file,1
money,currency,1
money,credit,1
money,connection,1
money,business,1
money,account,1
money,wallet,1
mold,structure,1
mold,spray,1
moisturizer,cream,1
moisturizer,butter,1
moisture,rain,1
moisture,makeup,1
mohawk,pompadour,1
model,truck,1
model,ship,1
money,truck,1
monitor,computer,1
motorbike,car,1
morning,evening,1
motor,bike,1
mother,father,1
mothball,potpourri,1
motel,hotel,1
mortgage,newspaper,1
mortgage,home,1
mortgage,car,1
mortar,trowel,1
morning,night,1
morning,afternoon,1
monitor,keyboard,1
moping,washing,1
mop,duster,1
mop,bucket,1
mop,broom,1
moon,sun,1
moon,sky,1
moon,rain,1
monkey,grasshopper,1
monitor,mobile,1
museum,arcade,1
museum,cave,1
pillow,sofa,1
museum,salon,1
night,daytime,1
night,bathroom,1
night,baseball,1
newspaper,swatter,1
newspaper,rag,1
newspaper,rack,1
newspaper,encyclopedia,1
news,letter,1
news,article,1
new,ivy,1
new,hair,1
net,rope,1
net,racket,1
net,basketball,1
nest,doghouse,1
neighborhood,television,1
neighborhood,stove,1
neighborhood,forest,1
negativity,positive,1
needle,tube,1
needle,thread,1
night,tuxedo,1
nightshirt,bra,1
no,pulp,1
noodle,boat,1
notebook,laptop,1
notebook,backpack,1
note,pocket,1
note,email,1
nose,lip,1
nose,finger,1
nose,bellybutton,1
north,south,1
noodle,soup,1
nonfiction,romance,1
node,medication,1
nonfiction,fiction,1
non,fiction,1
noise,word,1
noise,voice,1
noise,vibration,1
noise,quiet,1
noise,focus,1
noise,drum,1
nodule,back,1
needle,incision,1
needle,hat,1
needle,floss,1
music,sport,1
nail,desk,1
nail,board,1
nachos,tacos,1
mystery,anagram,1
mustard,bread,1
musical,talent,1
musical,play,1
music,voice,1
music,tv,1
music,speaker,1
nail,emery,1
music,song,1
music,phone,1
music,neighborhood,1
music,meditation,1
music,essay,1
music,chess,1
music,book,1
music,astronomy,1
mushroom,meat,1
nail,drawer,1
nail,eyelash,1
needle,fabric,1
neck,collar,1
needle,board,1
necktie,cape,1
neckless,garage,1
necklace,hat,1
necklace,giftcard,1
necklace,brooch,1
necklace,bracelet,1
neck,scarf,1
neck,forehead,1
neck,arm,1
nail,fingernail,1
natural,synthetic,1
natural,chemical,1
napkin,poem,1
napkin,paper,1
nail,toenail,1
nail,strip,1
nail,staple,1
nail,rock,1
nail,hair,1
moby,money,1
mobile,Wi,1
mixture,rod,1
mixture,cup,1
math,civil,1
math,architect,1
material,paperwork,1
material,machine,1
material,cabinet,1
match,candle,1
mat,water,1
mat,log,1
mat,floor,1
mat,concrete,1
mat,carpet,1
mat,bar,1
massage,spa,1
massage,medication,1
massage,candle,1
mass,service,1
mask,outfit,1
mask,hat,1
mask,doll,1
mask,costume,1
mask,bag,1
math,grammar,1
math,read,1
math,science,1
meat,hole,1
medication,condition,1
medication,bottle,1
medication,bag,1
medical,credit,1
med,oxygen,1
mechanical,electronic,1
meatloaf,spaghetti,1
meatloaf,corn,1
meat,puree,1
meat,grill,1
math,sociology,1
meat,food,1
meat,bread,1
meal,lunch,1
meal,juice,1
meal,gravy,1
meal,dinner,1
mattress,wooden,1
mattress,frame,1
mathematic,history,1
mascara,eye,1
mascara,concealer,1
martini,beer,1
makeup,lotion,1
mango,pear,1
mango,banana,1
mango,apple,1
manager,cashier,1
mall,market,1
mall,cafe,1
makeup,perfume,1
makeup,money,1
makeup,mask,1
makeup,hair,1
mantle,case,1
makeup,eye,1
makeup,dark,1
makeup,circle,1
makeup,case,1
makeup,bicycle,1
magazine,textbook,1
magazine,newspaper,1
magazine,coffee,1
machinery,computer,1
mannequin,shirt,1
manual,automatic,1
marshmallow,hot,1
marinara,white,1
marriage,infidelity,1
marriage,engagement,1
market,supermarket,1
market,salon,1
market,hobby,1
market,game,1
market,bank,1
marker,paper,1
marker,chalk,1
marina,boat,1
manual,catalog,1
marigold,orchid,1
marble,dream,1
marble,cap,1
marathon,train,1
marathon,race,1
maple,willow,1
map,draw,1
map,computer,1
map,chart,1
medication,headache,1
medication,meditation,1
medication,orange,1
microwave,trunk,1
milk,salt,1
milk,refrigerator,1
milk,milk,1
milk,egg,1
milk,dark,1
milk,cream,1
milk,butter,1
migraine,sweat,1
migraine,headache,1
microwave,stovetop,1
milk,vanilla,1
microwave,hamburger,1
microscope,telescope,1
microphone,voice,1
microphone,speaker,1
recliner,sofa,1
microphone,bullhorn,1
microphone,amplifier,1
microfiber,towel,1
microfiber,scour,1
milk,tea,1
milkshake,ice,1
mexican,american,1
mirror,purse,1
mixer,blender,1
mix,bowl,1
mite,spray,1
mistake,custom,1
mirror,wood,1
mirror,wall,1
mirror,towel,1
mirror,statue,1
mirror,spray,1
mirror,picture,1
mill,phone,1
mirror,kit,1
mirror,frame,1
mirror,doorway,1
mirror,countertop,1
mint,gum,1
mint,cinnamon,1
mint,arugula,1
miniature,full,1
minefield,bomb,1
mic,loudspeaker,1
meth,cocaine,1
medication,pollen,1
medicine,homeopathic,1
meet,call,1
meet,appointment,1
medicine,wound,1
medicine,weekend,1
medicine,therapy,1
medicine,menstrual,1
medicine,jump,1
medicine,juice,1
medicine,hospital,1
medicine,dark,1
meet,party,1
medicine,IV,1
medication,weed,1
medication,vitamin,1
medication,treatment,1
medication,therapy,1
medication,therapist,1
medication,surgery,1
medication,sugar,1
medication,purse,1
meet,flight,1
meet,play,1
meteorite,rock,1
memory,paper,1
metal,wooden,1
metal,feather,1
metal,cushion,1
metal,carbon,1
metal,board,1
message,mail,1
mess,time,1
menu,bar,1
memory,spring,1
memory,hard,1
meet,presentation,1
memo,note,1
membership,gym,1
member,staffer,1
melon,knife,1
melon,cooler,1
megaphone,microphone,1
meeting,party,1
meet,test,1
meet,shuttle,1
notebook,notepad,1
notebook,phone,1
notebook,sheet,1
paper,word,1
paycheck,medication,1
pay,insurance,1
pay,corruption,1
pawnshop,jeweller,1
pavement,lawn,1
pattern,skirt,1
pattern,machine,1
pattern,cold,1
patio,rug,1
patio,kitchen,1
patio,garage,1
patio,bathroom,1
patient,operation,1
pathogen,test,1
path,route,1
patch,spare,1
patch,shirt,1
patch,cloth,1
pasture,barn,1
paste,brush,1
pasta,roll,1
payment,benefit,1
pc,mac,1
pc,phone,1
pedal,car,1
pen,crayon,1
pen,crack,1
pen,barn,1
pellet,flake,1
pelican,parrot,1
peg,yoga,1
peel,oil,1
pedometer,smartphone,1
pedal,seat,1
peat,sand,1
pea,couch,1
pearl,hole,1
pearl,chain,1
pear,strawberry,1
peanut,nutella,1
peach,strawberry,1
peach,pumpkin,1
peach,pear,1
peach,apricot,1
peach,apple,1
pasta,rice,1
pasta,lasagna,1
pasta,eggplant,1
park,lake,1
park,trail,1
park,theater,1
park,stadium,1
park,resort,1
park,office,1
park,mountain,1
park,lunch,1
park,library,1
park,lawnmower,1
park,garden,1
parking,SUV,1
park,field,1
park,common,1
park,cemetery,1
park,beach,1
park,bar,1
parchment,plain,1
paragraph,paper,1
paprika,habanero,1
paperwork,tablet,1
park,zoo,1
parlor,dining,1
pasta,casserole,1
party,school,1
past,game,1
passport,visa,1
passport,pocket,1
passport,license,1
passive,assertive,1
passion,job,1
party,wedding,1
party,train,1
party,shop,1
party,movie,1
parlor,study,1
party,meet,1
party,house,1
party,funeral,1
party,diner,1
party,conference,1
party,alcohol,1
particle,hole,1
participant,guest,1
parsley,pepper,1
pen,pad,1
pen,stress,1
pen,tablet,1
physics,Chemistry,1
picture,paint,1
picture,frame,1
picture,border,1
pickle,onion,1
piano,tv,1
piano,stage,1
piano,organ,1
piano,doorway,1
physics,engineering,1
physical,medicine,1
pie,pumpkin,1
physical,insurance,1
phrase,page,1
photo,frame,1
photo,event,1
photo,digital,1
photo,birth,1
phone,watch,1
phone,walkway,1
phone,tv,1
pie,cookie,1
pie,table,1
phone,table,1
pill,tablet,1
pillow,pillowcase,1
pillow,melatonin,1
pillow,mattress,1
pillow,ice,1
pillow,floor,1
pillow,bag,1
pill,vaccine,1
pill,therapy,1
pill,tea,1
pill,salve,1
pie,tart,1
pill,powder,1
pill,headache,1
pill,cream,1
pill,chewable,1
pill,chemotherapy,1
pill,bud,1
pier,shore,1
pier,boat,1
piece,tablet,1
phone,thank,1
phone,signal,1
pencil,book,1
performance,rehearsal,1
permit,wallet,1
permit,license,1
perm,bald,1
period,medicine,1
period,medication,1
perfume,smell,1
perfume,lotion,1
perfume,candle,1
perfume,body,1
perennial,annual,1
personal,emotional,1
pepper,vinegar,1
pepper,orange,1
pepper,onion,1
pepper,clove,1
pepper,bottle,1
peony,azalea,1
pencil,tv,1
pencil,paper,1
pencil,ink,1
peroxide,toothpaste,1
personality,book,1
phone,restaurant,1
phone,car,1
phone,pass,1
phone,paper,1
phone,monitor,1
phone,meet,1
phone,medium,1
phone,magazine,1
phone,headphone,1
phone,email,1
phone,device,1
phone,camera,1
personality,rudeness,1
phone,battery,1
philosophy,geography,1
pew,rafter,1
petition,pen,1
pet,cage,1
pet,animal,1
pesto,mustard,1
pestle,bowl,1
pesticide,soil,1
paperwork,claim,1
paper,wallet,1
notecard,study,1
paper,typewriter,1
omelette,bed,1
olympic,world,1
olive,sunflower,1
olive,peanut,1
olive,almond,1
old,juvenile,1
old,flower,1
ointment,patch,1
ointment,oil,1
ointment,lotion,1
ointment,cream,1
ointment,aspirin,1
oilve,vinegar,1
oil,water,1
oil,tire,1
oil,stone,1
oil,salt,1
oil,medicine,1
oil,hair,1
oil,acrylic,1
offline,online,1
omelette,potato,1
omnivor,vegetarian,1
onion,beet,1
orange,force,1
orchid,rose,1
orchid,rise,1
orchid,pot,1
orchid,daisy,1
orange,watermelon,1
orange,strawberry,1
orange,oatmeal,1
orange,lime,1
orange,lambchop,1
orange,cherry,1
onion,melon,1
orange,almond,1
opera,play,1
opera,cinema,1
open,close,1
online,mall,1
online,in,1
online,classroom,1
onion,scale,1
onion,pepper,1
office,warehouse,1
office,vacuum,1
office,restaurant,1
nut,berry,1
oat,almond,1
oak,yard,1
oak,wood,1
oak,saple,1
oak,maple,1
nutmeg,cinnamon,1
nutella,peanut,1
nut,jar,1
nut,chip,1
nut,bean,1
oat,meat,1
nursing,school,1
number,finger,1
number,conference,1
novel,short,1
novel,comic_strip,1
notepad,phone,1
notepad,locker,1
notepad,laptop,1
notepad,cell,1
oat,banana,1
oatmeal,chocolate,1
office,parking,1
office,chair,1
office,park,1
office,hospital,1
office,gym,1
office,elevator,1
office,dress,1
office,daycare,1
office,court,1
office,computer,1
office,company,1
office,business,1
oatmeal,fruit,1
odor,wind,1
odor,perfume,1
odor,fan,1
ocean,source,1
ocean,river,1
ocean,music,1
ocean,mountain,1
object,thing,1
oatmeal,millet,1
oregano,basil,1
organ,liver,1
ornament,star,1
pan,cup,1
pancake,muffin,1
pancake,coffee,1
pan,steak,1
pan,pump,1
pan,plate,1
pan,oven,1
pan,microwave,1
pan,flame,1
pan,dish,1
pan,bin,1
pancrea,liver,1
pallet,car,1
painting,statue,1
painting,photograph,1
paintbrush,hairbrush,1
paintball,window,1
paintball,bullet,1
paint,wall,1
paint,vine,1
paint,tube,1
pancake,waffle,1
panel,paint,1
paint,statue,1
paper,fountain,1
paper,television,1
paper,rock,1
paper,resume,1
paper,rag,1
paper,poem,1
paper,plastic,1
paper,nylon,1
paper,notebook,1
paper,meet,1
paper,file,1
pant,jean,1
paper,door,1
paper,cardboard,1
paper,canvas,1
paper,book,1
pantsuit,dress,1
pantry,shelve,1
pantry,bag,1
pantie,legging,1
pant,sock,1
paint,tub,1
paint,solvent,1
orphan,raise,1
oven,space,1
pack,pack,1
pack,bin,1
pacifier,mouth,1
oxford,sweatshirt,1
oxford,sport,1
owner,specialist,1
overcoat,closet,1
over,dermatologist,1
oven,stove,1
oven,sheet,1
package,bench,1
oven,grill,1
oven,furnace,1
oven,doorway,1
oven,cake,1
oven,bowl,1
oven,basket,1
outlet,store,1
outdoors,indoor,1
ottoman,chair,1
pack,treadmill,1
package,bottle,1
paint,roller,1
pain,remedy,1
paint,paper,1
paint,map,1
paint,foyer,1
paint,cleaner,1
paint,carpentry,1
paint,box,1
paint,art,1
paint,House,1
painkiller,cabinet,1
pain,medicine,1
package,bowl,1
page,film,1
paddleboard,trunk,1
pad,tampon,1
pad,swamp,1
pad,shoe,1
pad,roller,1
pad,period,1
package,shoe,1
package,cart,1
recliner,couch,1
15,30,1
recognition,anonymity,1
town,camp,1
towel,washcloth,1
towel,tissue,1
towel,sponge,1
towel,rack,1
towel,plate,1
towel,nose,1
towel,napkin,1
towel,float,1
towel,car,1
tourist,work,1
tourism,farm,1
tough,easy,1
totem,doorway,1
tote,backpack,1
tortilla,nachos,1
tortilla,bread,1
torch,knife,1
topic,subject,1
topic,lesson,1
tophat,fedora,1
topaz,quartz,1
top,salad,1
toothpick,needle,1
tower,radio,1
town,city,1
tube,paste,1
town,company,1
train,flight,1
train,brunch,1
train,bridge,1
train,bike,1
train,airplane,1
trailer,truck,1
trailer,garage,1
trailer,area,1
traditional,digital,1
trade,university,1
trade,loan,1
track,lawn,1
track,gym,1
track,field,1
track,car,1
toy,money,1
toy,gift,1
toy,game,1
toy,food,1
toy,box,1
toy,LPs,1
town,station,1
town,fort,1
toothpaste,whitener,1
toothpaste,shampoo,1
toothpaste,lipstick,1
tooth,tonsil,1
toilet,bush,1
toilet,bedsheet,1
toggle,rocker,1
tofu,beef,1
toenail,fingernail,1
toe,shoe,1
toe,heel,1
toe,finger,1
toboggan,sle,1
toaster,oven,1
toaster,microwave,1
toast,raw,1
tiredness,caffeine,1
tire,seat,1
tire,rope,1
tire,people,1
tire,mower,1
tip,document,1
tin,bucket,1
time,speech,1
time,project,1
time,meet,1
time,material,1
toilet,closet,1
toilet,commode,1
toilet,faucet,1
tomatoe,seed,1
tooth,mouth,1
tooth,gum,1
tooth,candy,1
tool,soil,1
tool,clothe,1
tool,box,1
tool,bolt,1
tool,bag,1
toner,cream,1
tomboy,plane,1
tomatoe,pear,1
toilet,floor,1
tomatoe,onion,1
tomatoe,lemmon,1
tomatoe,egg,1
tomatoe,crouton,1
tomatoe,banana,1
tomato,candy,1
tomato,basil,1
toilet,plunger,1
toilet,hotel,1
toilet,hole,1
train,house,1
train,platform,1
train,schedule,1
trenchcoat,cloak,1
truck,racecar,1
truck,phone,1
truck,motorcycle,1
truck,furniture,1
truck,equipment,1
truck,countertop,1
truck,convertible,1
truck,bus,1
truck,bridge,1
truck,bike,1
truck,apartment,1
truck,SUV,1
trouser,short,1
trouser,jean,1
trophy,competition,1
trombone,school,1
trombone,piano,1
trolley,boat,1
trip,vacation,1
trip,hospital,1
trip,book,1
trimmer,bamboo,1
trick,tip,1
truck,shelf,1
truck,space,1
truck,steel,1
trunk,humidifier,1
tube,diet,1
tube,car,1
tube,ball,1
tub,space,1
tub,sink,1
tub,entry,1
tub,blanket,1
truth,present,1
trunk,uniform,1
trunk,treadmill,1
trunk,gear,1
truck,storeroom,1
trunk,equipment,1
trunk,cone,1
trunk,chest,1
trunk,cart,1
trumpet,trombone,1
trumpet,clarinet,1
trumpet,case,1
truffle,mushroom,1
truck,table,1
truck,street,1
trial,court,1
trench,peacoat,1
train,ship,1
tree,wind,1
treadmill,weight,1
treadmill,shirt,1
treadmill,seesaw,1
treadmill,rower,1
treadmill,home,1
tray,plate,1
tray,food,1
tray,cheese,1
tray,box,1
trashcan,schoolbag,1
trashcan,driveway,1
trashbag,trashcan,1
trash,honey,1
trash,drawer,1
trash,clothing,1
trash,burn,1
trap,poison,1
transfer,check,1
transcript,record,1
train,time,1
train,taxis,1
train,taxi,1
train,station,1
treat,cereal,1
treat,game,1
treat,gift,1
tree,leave,1
tree,weather,1
tree,towel,1
tree,sign,1
tree,shrub,1
tree,shelf,1
tree,shed,1
tree,seed,1
tree,roof,1
tree,pot,1
tree,pie,1
tree,house,1
treat,syringe,1
tree,garden,1
tree,forest,1
tree,cutlass,1
tree,crane,1
tree,canopy,1
tree,bench,1
treatment,wig,1
treatment,skin,1
treatment,medicine,1
treatment,evaluation,1
time,journey,1
time,exhibition,1
time,exam,1
table,bowl,1
table,wall,1
table,tray,1
table,tank,1
table,tablecloth,1
table,stove,1
table,sofa,1
table,sideboard,1
table,shed,1
table,room,1
table,roof,1
table,rock,1
table,rise,1
table,puzzle,1
table,present,1
table,office,1
table,napkin,1
table,kitchen,1
table,iron,1
table,ground,1
table,game,1
table,doorway,1
table,counter,1
table,chest,1
table,water,1
tablecloth,table,1
tablecloth,tablerunner,1
tangerine,orange,1
tank,pot,1
tank,pond,1
tank,plane,1
tank,pipe,1
tank,habitat,1
tank,gravel,1
tank,bucket,1
tank,bowl,1
tank,T,1
tango,waltz,1
tailbone,minor,1
tablecloth,vinyl,1
tail,bug,1
tai,yoga,1
tacos,burritos,1
tack,staple,1
tack,nail,1
tablet,lego,1
tablet,laptop,1
tablet,cream,1
tablet,box,1
tablespoon,cup,1
table,card,1
table,book,1
tank,sport,1
table,bench,1
sweet,bland,1
sweatsuit,bikini,1
sweatshirt,tank,1
sweatshirt,sweater,1
sweatpant,sneaker,1
sweatpant,leotard,1
sweater,watch,1
sweater,tshirt,1
sweater,trouser,1
sweater,shirt,1
sweater,scarf,1
sweater,glove,1
sweater,dress,1
sweater,coat,1
sweater,cloak,1
sweater,blanket,1
sweater,ball,1
sweat,jean,1
sweat,cloth,1
swatter,knife,1
swatter,hand,1
swamp,mountain,1
swag,merch,1
sweet,steak,1
swim,run,1
swimming,water,1
syrinx,bandage,1
table,bed,1
t,polo,1
t,pant,1
t,bag,1
system,program,1
system,directory,1
syrup,pancake,1
syrup,oil,1
syrup,honey,1
syrup,cinnamon,1
symptom,cure,1
swimming,weight,1
symphony,conductor,1
syllabus,worksheet,1
sword,mask,1
sword,gun,1
sword,chest,1
sword,bat,1
swiss,pocket,1
swing,monkeybar,1
swing,console,1
swimwear,short,1
tank,room,1
tank,t,1
tiller,lawnmower,1
tennis,football,1
thai,mexican,1
textile,chair,1
textbook,website,1
textbook,sport,1
text,screen,1
text,phone,1
text,in,1
text,graphic,1
text,book,1
testament,note,1
test,school,1
test,presentation,1
test,job,1
test,homework,1
test,exam,1
test,class,1
test,beaker,1
test,action,1
terminal,smartphone,1
tent,camper,1
tent,cabin,1
tent,Canopy,1
tennis,soccer,1
theater,audience,1
theater,auditorium,1
theater,cinema,1
thumb,pacifier,1
tile,hardwood,1
tight,pant,1
tiger,dragon,1
tie,slack,1
tie,bag,1
ticket,stadium,1
ticket,card,1
ticket,band,1
tiara,holster,1
thumbtack,nail,1
throat,urinary,1
theater,classroom,1
throat,bone,1
thread,hook,1
thin,obesity,1
thief,bond,1
therapy,treatment,1
therapy,timeframe,1
therapy,medication,1
theraband,leg,1
theme,design,1
theater,restaurant,1
tennis,high,1
temperature,skirt,1
tank,vehicle,1
television,stand,1
tattoo,extension,1
tattoo,band,1
tater,potato,1
task,project,1
task,job,1
tart,paint,1
tarp,truck,1
tarp,car,1
tarot,play,1
target,bow,1
tapestry,vase,1
tape,paste,1
tape,glue,1
tape,gap,1
tape,dvd,1
tape,disc,1
tape,box,1
tape,bow,1
tape,book,1
tape,art,1
tap,bottle,1
tanning,thermometer,1
tankini,bikini,1
tattoo,pierce,1
tax,profit,1
tea,basket,1
teddy,doll,1
television,song,1
television,phone,1
television,game,1
television,doorway,1
television,cord,1
television,chair,1
telescope,binocular,1
telegraph,phone,1
teen,adult,1
tee,peg,1
teddy,blanket,1
tea,cup,1
technology,travel,1
technique,idea,1
technique,drill,1
team,truck,1
team,information,1
team,company,1
team,bathroom,1
teal,brown,1
tea,sugar,1
tea,medication,1
tube,glove,1
tulip,daisy,1
surprise,tape,1
wheelchair,gurney,1
wheel,wrench,1
wheel,window,1
wheel,tire,1
wheel,reflector,1
wheel,handle,1
wheel,clay,1
wheel,beam,1
wheat,rice,1
wheat,corn,1
wheat,barley,1
whatsapp,phone,1
whataburger,apple,1
whataburger,BMW,1
wet,mascara,1
western,T,1
well,tap,1
weight,stress,1
weight,rope,1
weight,rack,1
weight,muscle,1
weight,machine,1
weight,chip,1
weekend,weekday,1
wheelbarrow,hole,1
whisk,beater,1
tulip,pot,1
whiskey,beer,1
window,candle,1
window,brush,1
wind,rake,1
wind,light,1
wind,fire,1
wind,coal,1
wind,candle,1
wind,boat,1
wind,blind,1
willpower,appetite,1
wildfire,monsoon,1
wild,cage,1
wig,hat,1
wig,haircut,1
