Source,Target,Weight
expensive,Eric,1
Eric,expensive,1
expensive,Matthew,1
Matthew,expensive,1
bad,beaches,1
beaches,bad,1
bad,mountains,1
mountains,bad,1
wonderful,beaches,1
beaches,wonderful,1
wonderful,mountains,1
mountains,wonderful,1
again,Jessica,1
Jessica,again,1
again,Kayla,1
Kayla,again,1
instead,Jessica,1
Jessica,instead,1
instead,Kayla,1
Kayla,instead,1
should,Jessica,1
Jessica,should,1
should,Kayla,1
Kayla,should,1
would,Jessica,1
Jessica,would,1
would,Kayla,1
Kayla,would,1
interviewee,Emily,1
Emily,interviewee,1
interviewee,Jennifer,1
Jennifer,interviewee,1
interviewer,Emily,1
Emily,interviewer,1
interviewer,Jennifer,1
Jennifer,interviewer,1
closer to,Jessica,1
Jessica,closer to,1
closer to,Rachel,1
Rachel,closer to,1
farther from,Jessica,1
Jessica,farther from,1
farther from,Rachel,1
Rachel,farther from,1
got through,Neil,1
Neil,got through,1
got through,Nick,1
Nick,got through,1
performed,Neil,1
Neil,performed,1
performed,Nick,1
Nick,performed,1
because cares,Brian,1
Brian,because cares,1
because cares,Jeffrey,1
Jeffrey,because cares,1
but doesnt care,Brian,1
Brian,but doesnt care,1
but doesnt care,Jeffrey,1
Jeffrey,but doesnt care,1
getting,Brian,1
Brian,getting,1
getting,Jeffrey,1
Jeffrey,getting,1
giving,Brian,1
Brian,giving,1
giving,Jeffrey,1
Jeffrey,giving,1
inconsiderate,Aaron,1
Aaron,inconsiderate,1
inconsiderate,Michael,1
Michael,inconsiderate,1
irritated,Aaron,1
Aaron,irritated,1
irritated,Michael,1
Michael,irritated,1
available,candy,1
candy,available,1
available,store,1
store,available,1
unavailable,candy,1
candy,unavailable,1
unavailable,store,1
store,unavailable,1
ancient,chest,1
chest,ancient,1
ancient,dresser,1
dresser,ancient,1
new,chest,1
chest,new,1
new,dresser,1
dresser,new,1
dehydrated,Angela,1
Angela,dehydrated,1
dehydrated,Betty,1
Betty,dehydrated,1
hydrated,Angela,1
Angela,hydrated,1
hydrated,Betty,1
Betty,hydrated,1
buyer,Elena,1
Elena,buyer,1
buyer,Patricia,1
Patricia,buyer,1
seller,Elena,1
Elena,seller,1
seller,Patricia,1
Patricia,seller,1
increasing,car,1
car,increasing,1
increasing,truck,1
truck,increasing,1
weakening,car,1
car,weakening,1
weakening,truck,1
truck,weakening,1
heavier,jeans,1
jeans,heavier,1
heavier,leggings,1
leggings,heavier,1
lighter,jeans,1
jeans,lighter,1
lighter,leggings,1
leggings,lighter,1
hated,Maria,1
Maria,hated,1
hated,Sarah,1
Sarah,hated,1
liked,Maria,1
Maria,liked,1
liked,Sarah,1
Sarah,liked,1
artificial,Christopher,1
Christopher,artificial,1
artificial,Neil,1
Neil,artificial,1
natural,Christopher,1
Christopher,natural,1
natural,Neil,1
Neil,natural,1
charge off,Erin,1
Erin,charge off,1
charge off,Rebecca,1
Rebecca,charge off,1
decided,Erin,1
Erin,decided,1
decided,Rebecca,1
Rebecca,decided,1
offered,Erin,1
Erin,offered,1
offered,Rebecca,1
Rebecca,offered,1
pay whatever,Erin,1
Erin,pay whatever,1
pay whatever,Rebecca,1
Rebecca,pay whatever,1
experience,Neil,1
Neil,experience,1
experience,Nick,1
Nick,experience,1
from,Neil,1
Neil,from,1
from,Nick,1
Nick,from,1
share,Neil,1
Neil,share,1
share,Nick,1
Nick,share,1
with,Neil,1
Neil,with,1
with,Nick,1
Nick,with,1
aligned,park,1
park,aligned,1
aligned,zoo,1
zoo,aligned,1
contrary,park,1
park,contrary,1
contrary,zoo,1
zoo,contrary,1
did not have,Aaron,1
Aaron,did not have,1
did not have,Craig,1
Craig,did not have,1
had,Aaron,1
Aaron,had,1
had,Craig,1
Craig,had,1
frequently,Angela,1
Angela,frequently,1
frequently,Laura,1
Laura,frequently,1
never,Angela,1
Angela,never,1
never,Laura,1
Laura,never,1
big,cups,1
cups,big,1
big,flowers,1
flowers,big,1
small,cups,1
cups,small,1
small,flowers,1
flowers,small,1
lost,Jason,1
Jason,lost,1
lost,Steven,1
Steven,lost,1
won,Jason,1
Jason,won,1
won,Steven,1
Steven,won,1
boys,Erin,1
Erin,boys,1
boys,Jennifer,1
Jennifer,boys,1
dolls,Erin,1
Erin,dolls,1
dolls,Jennifer,1
Jennifer,dolls,1
his,back,1
back,his,1
his,shirt,1
shirt,his,1
narrow,back,1
back,narrow,1
narrow,shirt,1
shirt,narrow,1
the,back,1
back,the,1
the,shirt,1
shirt,the,1
wide,back,1
back,wide,1
wide,shirt,1
shirt,wide,1
readily available,blue,1
blue,readily available,1
readily available,red,1
red,readily available,1
used up,blue,1
blue,used up,1
used up,red,1
red,used up,1
more healthy,celery,1
celery,more healthy,1
more healthy,lettuce,1
lettuce,more healthy,1
unhealthy,celery,1
celery,unhealthy,1
unhealthy,lettuce,1
lettuce,unhealthy,1
been too rude,Michael,1
Michael,been too rude,1
been too rude,Ryan,1
Ryan,been too rude,1
tired of them,Michael,1
Michael,tired of them,1
tired of them,Ryan,1
Ryan,tired of them,1
lost,Derrick,1
Derrick,lost,1
lost,Jeffrey,1
Jeffrey,lost,1
won,Derrick,1
Derrick,won,1
won,Jeffrey,1
Jeffrey,won,1
small,Betty,1
Betty,small,1
small,Samantha,1
Samantha,small,1
walk in,Betty,1
Betty,walk in,1
walk in,Samantha,1
Samantha,walk in,1
cheaper,flight,1
flight,cheaper,1
cheaper,train,1
train,cheaper,1
costlier,flight,1
flight,costlier,1
costlier,train,1
train,costlier,1
heavier,schoolbag,1
schoolbag,heavier,1
heavier,trashcan,1
trashcan,heavier,1
lighter,schoolbag,1
schoolbag,lighter,1
lighter,trashcan,1
trashcan,lighter,1
never,Jeffrey,1
Jeffrey,never,1
never,Steven,1
Steven,never,1
often,Jeffrey,1
Jeffrey,often,1
often,Steven,1
Steven,often,1
relaxes,Jeffrey,1
Jeffrey,relaxes,1
relaxes,Steven,1
Steven,relaxes,1
works,Jeffrey,1
Jeffrey,works,1
works,Steven,1
Steven,works,1
memorize,closed book exams,1
closed book exams,memorize,1
memorize,open book exams,1
open book exams,memorize,1
memorizing,closed book exams,1
closed book exams,memorizing,1
memorizing,open book exams,1
open book exams,memorizing,1
read from,closed book exams,1
closed book exams,read from,1
read from,open book exams,1
open book exams,read from,1
reading,closed book exams,1
closed book exams,reading,1
reading,open book exams,1
open book exams,reading,1
less,hall,1
hall,less,1
less,upstairs,1
upstairs,less,1
more,hall,1
hall,more,1
more,upstairs,1
upstairs,more,1
fast,car,1
car,fast,1
fast,motorcycle,1
motorcycle,fast,1
slowly,car,1
car,slowly,1
slowly,motorcycle,1
motorcycle,slowly,1
jail,Patricia,1
Patricia,jail,1
jail,Sarah,1
Sarah,jail,1
the police,Patricia,1
Patricia,the police,1
the police,Sarah,1
Sarah,the police,1
grab,cabinet,1
cabinet,grab,1
grab,file,1
file,grab,1
unlock,cabinet,1
cabinet,unlock,1
unlock,file,1
file,unlock,1
large,envelope,1
envelope,large,1
large,invitation,1
invitation,large,1
small,envelope,1
envelope,small,1
small,invitation,1
invitation,small,1
fewer,Christine,1
Christine,fewer,1
fewer,Kayla,1
Kayla,fewer,1
more,Christine,1
Christine,more,1
more,Kayla,1
Kayla,more,1
extrovert,Carrie,1
Carrie,extrovert,1
extrovert,Victoria,1
Victoria,extrovert,1
introvert,Carrie,1
Carrie,introvert,1
introvert,Victoria,1
Victoria,introvert,1
barely,Brian,1
Brian,barely,1
barely,Logan,1
Logan,barely,1
easily,Brian,1
Brian,easily,1
easily,Logan,1
Logan,easily,1
excited,Erin,1
Erin,excited,1
excited,Monica,1
Monica,excited,1
nauseous,Erin,1
Erin,nauseous,1
nauseous,Monica,1
Monica,nauseous,1
hated,Adam,1
Adam,hated,1
hated,Kevin,1
Kevin,hated,1
loved,Adam,1
Adam,loved,1
loved,Kevin,1
Kevin,loved,1
comfortable,Joseph,1
Joseph,comfortable,1
comfortable,Samuel,1
Samuel,comfortable,1
freezing,Joseph,1
Joseph,freezing,1
freezing,Samuel,1
Samuel,freezing,1
stronger,Carrie,1
Carrie,stronger,1
stronger,Rachel,1
Rachel,stronger,1
weaker,Carrie,1
Carrie,weaker,1
weaker,Rachel,1
Rachel,weaker,1
heavier,coin,1
coin,heavier,1
heavier,ring,1
ring,heavier,1
lighter,coin,1
coin,lighter,1
lighter,ring,1
ring,lighter,1
dont,lasagna,1
lasagna,dont,1
dont,soup,1
soup,dont,1
hard food,lasagna,1
lasagna,hard food,1
hard food,soup,1
soup,hard food,1
liquid,lasagna,1
lasagna,liquid,1
liquid,soup,1
soup,liquid,1
didnt have,Felicia,1
Felicia,didnt have,1
didnt have,Laura,1
Laura,didnt have,1
had,Felicia,1
Felicia,had,1
had,Laura,1
Laura,had,1
did not need,Rachel,1
Rachel,did not need,1
did not need,Sarah,1
Sarah,did not need,1
needed a,Rachel,1
Rachel,needed a,1
needed a,Sarah,1
Sarah,needed a,1
an expert,Jessica,1
Jessica,an expert,1
an expert,Lindsey,1
Lindsey,an expert,1
inexperienced,Jessica,1
Jessica,inexperienced,1
inexperienced,Lindsey,1
Lindsey,inexperienced,1
felt bullied,Derrick,1
Derrick,felt bullied,1
felt bullied,Logan,1
Logan,felt bullied,1
was a bully,Derrick,1
Derrick,was a bully,1
was a bully,Logan,1
Logan,was a bully,1
poor,Logan,1
Logan,poor,1
poor,Michael,1
Michael,poor,1
rich,Logan,1
Logan,rich,1
rich,Michael,1
Michael,rich,1
doing,Mary,1
Mary,doing,1
doing,Patricia,1
Patricia,doing,1
receiving,Mary,1
Mary,receiving,1
receiving,Patricia,1
Patricia,receiving,1
noisy,meditation,1
meditation,noisy,1
noisy,music,1
music,noisy,1
quiet,meditation,1
meditation,quiet,1
quiet,music,1
music,quiet,1
his physician,Jason,1
Jason,his physician,1
his physician,Leslie,1
Leslie,his physician,1
very dehydrated,Jason,1
Jason,very dehydrated,1
very dehydrated,Leslie,1
Leslie,very dehydrated,1
stronger,Angela,1
Angela,stronger,1
stronger,Rachel,1
Rachel,stronger,1
weaker,Angela,1
Angela,weaker,1
weaker,Rachel,1
Rachel,weaker,1
essential,books,1
books,essential,1
essential,notebooks,1
notebooks,essential,1
not needed,books,1
books,not needed,1
not needed,notebooks,1
notebooks,not needed,1
calm,Dennis,1
Dennis,calm,1
calm,Hunter,1
Hunter,calm,1
hysterical,Dennis,1
Dennis,hysterical,1
hysterical,Hunter,1
Hunter,hysterical,1
because,Adam,1
Adam,because,1
because,Robert,1
Robert,because,1
improperly,Adam,1
Adam,improperly,1
improperly,Robert,1
Robert,improperly,1
properly,Adam,1
Adam,properly,1
properly,Robert,1
Robert,properly,1
since,Adam,1
Adam,since,1
since,Robert,1
Robert,since,1
sour,juice,1
juice,sour,1
sour,salad,1
salad,sour,1
sweet,juice,1
juice,sweet,1
sweet,salad,1
salad,sweet,1
can,Maria,1
Maria,can,1
can,Monica,1
Monica,can,1
ease,Maria,1
Maria,ease,1
ease,Monica,1
Monica,ease,1
panic,Maria,1
Maria,panic,1
panic,Monica,1
Monica,panic,1
will,Maria,1
Maria,will,1
will,Monica,1
Monica,will,1
enemy,Kevin,1
Kevin,enemy,1
enemy,Nick,1
Nick,enemy,1
friend,Kevin,1
Kevin,friend,1
friend,Nick,1
Nick,friend,1
a polite,Hunter,1
Hunter,a polite,1
a polite,Leslie,1
Leslie,a polite,1
an impolite,Hunter,1
Hunter,an impolite,1
an impolite,Leslie,1
Leslie,an impolite,1
poorly,CDs,1
CDs,poorly,1
poorly,DVDs,1
DVDs,poorly,1
well,CDs,1
CDs,well,1
well,DVDs,1
DVDs,well,1
more,carnations,1
carnations,more,1
more,roses,1
roses,more,1
no,carnations,1
carnations,no,1
no,roses,1
roses,no,1
how to say it,Joel,1
Joel,how to say it,1
how to say it,Lawrence,1
Lawrence,how to say it,1
what they were saying,Joel,1
Joel,what they were saying,1
what they were saying,Lawrence,1
Lawrence,what they were saying,1
cluttered,information,1
information,cluttered,1
cluttered,team,1
team,cluttered,1
organized,information,1
information,organized,1
organized,team,1
team,organized,1
allowed,Nelson,1
Nelson,allowed,1
allowed,Samuel,1
Samuel,allowed,1
refused,Nelson,1
Nelson,refused,1
refused,Samuel,1
Samuel,refused,1
fun,company,1
company,fun,1
fun,group,1
group,fun,1
lame,company,1
company,lame,1
lame,group,1
group,lame,1
could now,Lindsey,1
Lindsey,could now,1
could now,Patricia,1
Patricia,could now,1
helped her,Lindsey,1
Lindsey,helped her,1
helped her,Patricia,1
Patricia,helped her,1
although,Felicia,1
Felicia,although,1
although,Jennifer,1
Jennifer,although,1
because,Felicia,1
Felicia,because,1
because,Jennifer,1
Jennifer,because,1
does not possess,Brett,1
Brett,does not possess,1
does not possess,Justin,1
Justin,does not possess,1
possesses,Brett,1
Brett,possesses,1
possesses,Justin,1
Justin,possesses,1
less,Jason,1
Jason,less,1
less,Neil,1
Neil,less,1
more,Jason,1
Jason,more,1
more,Neil,1
Neil,more,1
in stock,Joel,1
Joel,in stock,1
in stock,Kyle,1
Kyle,in stock,1
out,Joel,1
Joel,out,1
out,Kyle,1
Kyle,out,1
abhorred,Maria,1
Maria,abhorred,1
abhorred,Tanya,1
Tanya,abhorred,1
loved,Maria,1
Maria,loved,1
loved,Tanya,1
Tanya,loved,1
missed,Amy,1
Amy,missed,1
missed,Cynthia,1
Cynthia,missed,1
taken,Amy,1
Amy,taken,1
taken,Cynthia,1
Cynthia,taken,1
dyslexic,Lindsey,1
Lindsey,dyslexic,1
dyslexic,Samantha,1
Samantha,dyslexic,1
normal,Lindsey,1
Lindsey,normal,1
normal,Samantha,1
Samantha,normal,1
could have them,Carrie,1
Carrie,could have them,1
could have them,Emily,1
Emily,could have them,1
would be,Carrie,1
Carrie,would be,1
would be,Emily,1
Emily,would be,1
faster,Jeffrey,1
Jeffrey,faster,1
faster,William,1
William,faster,1
helped,Jeffrey,1
Jeffrey,helped,1
helped,William,1
William,helped,1
helps,Jeffrey,1
Jeffrey,helps,1
helps,William,1
William,helps,1
slower,Jeffrey,1
Jeffrey,slower,1
slower,William,1
William,slower,1
despised,Dennis,1
Dennis,despised,1
despised,Ian,1
Ian,despised,1
enjoyed,Dennis,1
Dennis,enjoyed,1
enjoyed,Ian,1
Ian,enjoyed,1
boring,sewing,1
sewing,boring,1
boring,volleyball,1
volleyball,boring,1
interesting,sewing,1
sewing,interesting,1
interesting,volleyball,1
volleyball,interesting,1
essential,backhoe,1
backhoe,essential,1
essential,crane,1
crane,essential,1
superfluous,backhoe,1
backhoe,superfluous,1
superfluous,crane,1
crane,superfluous,1
as,Jennifer,1
Jennifer,as,1
as,Maria,1
Maria,as,1
queen,Jennifer,1
Jennifer,queen,1
queen,Maria,1
Maria,queen,1
skipping,Jennifer,1
Jennifer,skipping,1
skipping,Maria,1
Maria,skipping,1
bathroom,Donald,1
Donald,bathroom,1
bathroom,Leslie,1
Leslie,bathroom,1
kitchen,Donald,1
Donald,kitchen,1
kitchen,Leslie,1
Leslie,kitchen,1
closer,floor,1
floor,closer,1
closer,window,1
window,closer,1
farther,floor,1
floor,farther,1
farther,window,1
window,farther,1
convincing with,Cynthia,1
Cynthia,convincing with,1
convincing with,Emily,1
Emily,convincing with,1
persuaded by,Cynthia,1
Cynthia,persuaded by,1
persuaded by,Emily,1
Emily,persuaded by,1
less,Matthew,1
Matthew,less,1
less,Randy,1
Randy,less,1
more,Matthew,1
Matthew,more,1
more,Randy,1
Randy,more,1
large,sign,1
sign,large,1
large,window,1
window,large,1
small,sign,1
sign,small,1
small,window,1
window,small,1
being played,Dennis,1
Dennis,being played,1
being played,Ryan,1
Ryan,being played,1
he,Dennis,1
Dennis,he,1
he,Ryan,1
Ryan,he,1
it,Dennis,1
Dennis,it,1
it,Ryan,1
Ryan,it,1
playing,Dennis,1
Dennis,playing,1
playing,Ryan,1
Ryan,playing,1
strong,Jennifer,1
Jennifer,strong,1
strong,Victoria,1
Victoria,strong,1
weak,Jennifer,1
Jennifer,weak,1
weak,Victoria,1
Victoria,weak,1
alert,Carrie,1
Carrie,alert,1
alert,Christine,1
Christine,alert,1
attentive,Carrie,1
Carrie,attentive,1
attentive,Christine,1
Christine,attentive,1
careless,Carrie,1
Carrie,careless,1
careless,Christine,1
Christine,careless,1
clumsy,Carrie,1
Carrie,clumsy,1
clumsy,Christine,1
Christine,clumsy,1
naive about,Erin,1
Erin,naive about,1
naive about,Victoria,1
Victoria,naive about,1
weary of,Erin,1
Erin,weary of,1
weary of,Victoria,1
Victoria,weary of,1
adventurous,Cynthia,1
Cynthia,adventurous,1
adventurous,Monica,1
Monica,adventurous,1
timid,Cynthia,1
Cynthia,timid,1
timid,Monica,1
Monica,timid,1
hated,Amy,1
Amy,hated,1
hated,Jessica,1
Jessica,hated,1
loved,Amy,1
Amy,loved,1
loved,Jessica,1
Jessica,loved,1
grow,Angela,1
Angela,grow,1
grow,Felicia,1
Felicia,grow,1
out,Angela,1
Angela,out,1
out,Felicia,1
Felicia,out,1
shorten,Angela,1
Angela,shorten,1
shorten,Felicia,1
Felicia,shorten,1
big,men,1
men,big,1
big,women,1
women,big,1
small,men,1
men,small,1
small,women,1
women,small,1
for,Hunter,1
Hunter,for,1
for,Kenneth,1
Kenneth,for,1
from,Hunter,1
Hunter,from,1
from,Kenneth,1
Kenneth,from,1
English,Kayla,1
Kayla,English,1
English,Victoria,1
Victoria,English,1
Math,Kayla,1
Kayla,Math,1
Math,Victoria,1
Victoria,Math,1
irresponsible,Brett,1
Brett,irresponsible,1
irresponsible,Kevin,1
Kevin,irresponsible,1
more responsible,Brett,1
Brett,more responsible,1
more responsible,Kevin,1
Kevin,more responsible,1
fresh,corn,1
corn,fresh,1
fresh,meatloaf,1
meatloaf,fresh,1
scorched,corn,1
corn,scorched,1
scorched,meatloaf,1
meatloaf,scorched,1
heavy,artwork,1
artwork,heavy,1
heavy,wall,1
wall,heavy,1
thin,artwork,1
artwork,thin,1
thin,wall,1
wall,thin,1
only had,shampoo,1
shampoo,only had,1
only had,soap,1
soap,only had,1
ran out of,shampoo,1
shampoo,ran out of,1
ran out of,soap,1
soap,ran out of,1
motivated,Betty,1
Betty,motivated,1
motivated,Carrie,1
Carrie,motivated,1
retiscent,Betty,1
Betty,retiscent,1
retiscent,Carrie,1
Carrie,retiscent,1
beautiful,Amy,1
Amy,beautiful,1
beautiful,Jennifer,1
Jennifer,beautiful,1
fat,Amy,1
Amy,fat,1
fat,Jennifer,1
Jennifer,fat,1
keep up,Amy,1
Amy,keep up,1
keep up,Jennifer,1
Jennifer,keep up,1
slack on,Amy,1
Amy,slack on,1
slack on,Jennifer,1
Jennifer,slack on,1
cheaper,lotion,1
lotion,cheaper,1
cheaper,makeup,1
makeup,cheaper,1
expensive,lotion,1
lotion,expensive,1
expensive,makeup,1
makeup,expensive,1
less,lotion,1
lotion,less,1
less,makeup,1
makeup,less,1
more,lotion,1
lotion,more,1
more,makeup,1
makeup,more,1
felt,Cynthia,1
Cynthia,felt,1
felt,Elena,1
Elena,felt,1
them,Cynthia,1
Cynthia,them,1
them,Elena,1
Elena,them,1
attractive,long,1
long,attractive,1
attractive,short,1
short,attractive,1
repulsive,long,1
long,repulsive,1
repulsive,short,1
short,repulsive,1
although,ball,1
ball,although,1
although,yarn,1
yarn,although,1
because,ball,1
ball,because,1
because,yarn,1
yarn,because,1
mask,Brett,1
Brett,mask,1
mask,Neil,1
Neil,mask,1
raquet,Brett,1
Brett,raquet,1
raquet,Neil,1
Neil,raquet,1
needed,powder,1
powder,needed,1
needed,salt,1
salt,needed,1
unnecessary,powder,1
powder,unnecessary,1
unnecessary,salt,1
salt,unnecessary,1
hard,apple,1
apple,hard,1
hard,wheel,1
wheel,hard,1
soft,apple,1
apple,soft,1
soft,wheel,1
wheel,soft,1
fight for his country,Joseph,1
Joseph,fight for his country,1
fight for his country,Lawrence,1
Lawrence,fight for his country,1
go to university,Joseph,1
Joseph,go to university,1
go to university,Lawrence,1
Lawrence,go to university,1
bought,Emily,1
Emily,bought,1
bought,Patricia,1
Patricia,bought,1
sold,Emily,1
Emily,sold,1
sold,Patricia,1
Patricia,sold,1
asked for,Brian,1
Brian,asked for,1
asked for,Joel,1
Joel,asked for,1
offered to,Brian,1
Brian,offered to,1
offered to,Joel,1
Joel,offered to,1
many,Kayla,1
Kayla,many,1
many,Samantha,1
Samantha,many,1
very few,Kayla,1
Kayla,very few,1
very few,Samantha,1
Samantha,very few,1
gentle,cleaning solution,1
cleaning solution,gentle,1
gentle,water spray,1
water spray,gentle,1
harsh,cleaning solution,1
cleaning solution,harsh,1
harsh,water spray,1
water spray,harsh,1
much safer,dull,1
dull,much safer,1
much safer,sharp,1
sharp,much safer,1
too dangerous,dull,1
dull,too dangerous,1
too dangerous,sharp,1
sharp,too dangerous,1
bad,bank,1
bank,bad,1
bad,credit,1
credit,bad,1
strict,bank,1
bank,strict,1
strict,credit,1
credit,strict,1
huge,humidifier,1
humidifier,huge,1
huge,trunk,1
trunk,huge,1
teeny,humidifier,1
humidifier,teeny,1
teeny,trunk,1
trunk,teeny,1
long,car wash,1
car wash,long,1
long,semi truck,1
semi truck,long,1
narrow,car wash,1
car wash,narrow,1
narrow,semi truck,1
semi truck,narrow,1
clumsy,Benjamin,1
Benjamin,clumsy,1
clumsy,Leslie,1
Leslie,clumsy,1
nimble,Benjamin,1
Benjamin,nimble,1
nimble,Leslie,1
Leslie,nimble,1
copious,Hunter,1
Hunter,copious,1
copious,Leslie,1
Leslie,copious,1
no,Hunter,1
Hunter,no,1
no,Leslie,1
Leslie,no,1
hates,Carrie,1
Carrie,hates,1
hates,Patricia,1
Patricia,hates,1
likes,Carrie,1
Carrie,likes,1
likes,Patricia,1
Patricia,likes,1
plumper,cheeks,1
cheeks,plumper,1
plumper,lips,1
lips,plumper,1
thinner,cheeks,1
cheeks,thinner,1
thinner,lips,1
lips,thinner,1
good,Ian,1
Ian,good,1
good,Kenneth,1
Kenneth,good,1
terrible,Ian,1
Ian,terrible,1
terrible,Kenneth,1
Kenneth,terrible,1
bigger,Erin,1
Erin,bigger,1
bigger,Katrina,1
Katrina,bigger,1
smaller,Erin,1
Erin,smaller,1
smaller,Katrina,1
Katrina,smaller,1
always,Monica,1
Monica,always,1
always,Samantha,1
Samantha,always,1
never,Monica,1
Monica,never,1
never,Samantha,1
Samantha,never,1
big,cap,1
cap,big,1
big,juice,1
juice,big,1
small,cap,1
cap,small,1
small,juice,1
juice,small,1
bigger,Mary,1
Mary,bigger,1
bigger,Megan,1
Megan,bigger,1
smaller,Mary,1
Mary,smaller,1
smaller,Megan,1
Megan,smaller,1
heavier,car,1
car,heavier,1
heavier,pallet,1
pallet,heavier,1
lighter,car,1
car,lighter,1
lighter,pallet,1
pallet,lighter,1
brave,Brian,1
Brian,brave,1
brave,Christopher,1
Christopher,brave,1
scared,Brian,1
Brian,scared,1
scared,Christopher,1
Christopher,scared,1
asking for,Kayla,1
Kayla,asking for,1
asking for,Laura,1
Laura,asking for,1
giving her,Kayla,1
Kayla,giving her,1
giving her,Laura,1
Laura,giving her,1
before,Kenneth,1
Kenneth,before,1
before,Logan,1
Logan,before,1
did not know,Kenneth,1
Kenneth,did not know,1
did not know,Logan,1
Logan,did not know,1
learned,Kenneth,1
Kenneth,learned,1
learned,Logan,1
Logan,learned,1
long,case,1
case,long,1
long,trumpet,1
trumpet,long,1
short,case,1
case,short,1
short,trumpet,1
trumpet,short,1
hostile,teeth,1
teeth,hostile,1
hostile,tonsils,1
tonsils,hostile,1
receptive,teeth,1
teeth,receptive,1
receptive,tonsils,1
tonsils,receptive,1
didnt want,Adam,1
Adam,didnt want,1
didnt want,Benjamin,1
Benjamin,didnt want,1
wanted,Adam,1
Adam,wanted,1
wanted,Benjamin,1
Benjamin,wanted,1
did not own,Christine,1
Christine,did not own,1
did not own,Felicia,1
Felicia,did not own,1
owned,Christine,1
Christine,owned,1
owned,Felicia,1
Felicia,owned,1
bright,attic,1
attic,bright,1
bright,garden,1
garden,bright,1
dark,attic,1
attic,dark,1
dark,garden,1
garden,dark,1
excited,Kyle,1
Kyle,excited,1
excited,Michael,1
Michael,excited,1
nervous,Kyle,1
Kyle,nervous,1
nervous,Michael,1
Michael,nervous,1
hated,Betty,1
Betty,hated,1
hated,Rachel,1
Rachel,hated,1
loved,Betty,1
Betty,loved,1
loved,Rachel,1
Rachel,loved,1
many,church,1
church,many,1
many,school,1
school,many,1
very few,church,1
church,very few,1
very few,school,1
school,very few,1
middle class,Angela,1
Angela,middle class,1
middle class,Emily,1
Emily,middle class,1
wealthy,Angela,1
Angela,wealthy,1
wealthy,Emily,1
Emily,wealthy,1
because,Elena,1
Elena,because,1
because,Rachel,1
Rachel,because,1
but,Elena,1
Elena,but,1
but,Rachel,1
Rachel,but,1
considerate,Elena,1
Elena,considerate,1
considerate,Rachel,1
Rachel,considerate,1
unhappy,Elena,1
Elena,unhappy,1
unhappy,Rachel,1
Rachel,unhappy,1
legible,Christopher,1
Christopher,legible,1
legible,Randy,1
Randy,legible,1
unreadable,Christopher,1
Christopher,unreadable,1
unreadable,Randy,1
Randy,unreadable,1
healthier,Joseph,1
Joseph,healthier,1
healthier,Kyle,1
Kyle,healthier,1
less healthy,Joseph,1
Joseph,less healthy,1
less healthy,Kyle,1
Kyle,less healthy,1
gained,Felicia,1
Felicia,gained,1
gained,Sarah,1
Sarah,gained,1
lost,Felicia,1
Felicia,lost,1
lost,Sarah,1
Sarah,lost,1
given,Lawrence,1
Lawrence,given,1
given,Matthew,1
Matthew,given,1
withheld,Lawrence,1
Lawrence,withheld,1
withheld,Matthew,1
Matthew,withheld,1
doesnt have time to grow,Felicia,1
Felicia,doesnt have time to grow,1
doesnt have time to grow,Patricia,1
Patricia,doesnt have time to grow,1
enjoyed growing,Felicia,1
Felicia,enjoyed growing,1
enjoyed growing,Patricia,1
Patricia,enjoyed growing,1
better,necklace,1
necklace,better,1
better,ring,1
ring,better,1
worse,necklace,1
necklace,worse,1
worse,ring,1
ring,worse,1
and eventually did quit,Benjamin,1
Benjamin,and eventually did quit,1
and eventually did quit,Dennis,1
Dennis,and eventually did quit,1
but started,Benjamin,1
Benjamin,but started,1
but started,Dennis,1
Dennis,but started,1
themselves,Benjamin,1
Benjamin,themselves,1
themselves,Dennis,1
Dennis,themselves,1
beautiful,Laura,1
Laura,beautiful,1
beautiful,Tanya,1
Tanya,beautiful,1
horrible,Laura,1
Laura,horrible,1
horrible,Tanya,1
Tanya,horrible,1
everyone,Samantha,1
Samantha,everyone,1
everyone,Tanya,1
Tanya,everyone,1
to,Samantha,1
Samantha,to,1
to,Tanya,1
Tanya,to,1
was,Samantha,1
Samantha,was,1
was,Tanya,1
Tanya,was,1
her mouth closed,Jennifer,1
Jennifer,her mouth closed,1
her mouth closed,Laura,1
Laura,her mouth closed,1
talking,Jennifer,1
Jennifer,talking,1
talking,Laura,1
Laura,talking,1
original,dress,1
dress,original,1
original,fabric,1
fabric,original,1
tacky,dress,1
dress,tacky,1
tacky,fabric,1
fabric,tacky,1
available,stick,1
stick,available,1
available,wheelchair,1
wheelchair,available,1
broken,stick,1
stick,broken,1
broken,wheelchair,1
wheelchair,broken,1
forgetful,Derrick,1
Derrick,forgetful,1
forgetful,Hunter,1
Hunter,forgetful,1
unforgetful,Derrick,1
Derrick,unforgetful,1
unforgetful,Hunter,1
Hunter,unforgetful,1
cheap,steaks,1
steaks,cheap,1
cheap,sweet potatoes,1
sweet potatoes,cheap,1
expensive,steaks,1
steaks,expensive,1
expensive,sweet potatoes,1
sweet potatoes,expensive,1
added,Amy,1
Amy,added,1
added,Elena,1
Elena,added,1
didnt add,Amy,1
Amy,didnt add,1
didnt add,Elena,1
Elena,didnt add,1
difficult,floor,1
floor,difficult,1
difficult,move,1
move,difficult,1
